origin_id,school_id,cci_cost
nta_QN52,school_X353,6260.624860636493
nta_QN52,school_X455,4117.635836859107
nta_QN52,school_X200,5390.11741427833
nta_QN52,school_K368,4951.527836685788
nta_QN52,school_M541,5166.06602218209
nta_QN52,school_K547,6149.821583337402
nta_QN52,school_Q337,4149.584855922655
nta_QN52,school_M570,4326.828339460516
nta_QN52,school_M409,5327.25454225668
nta_QN52,school_M439,4646.453734114656
nta_QN52,school_M435,5722.923801179548
nta_QN52,school_M374,4915.193032360526
nta_QN52,school_Q293,3106.7673043351306
nta_QN52,school_K525,6720.023304483726
nta_QN52,school_M529,4208.983752004197
nta_QN52,school_M696,5848.61259884747
nta_QN52,school_X478,4826.668618232811
nta_QN52,school_X259,5149.990360411153
nta_QN52,school_K670,5517.640208873267
nta_QN52,school_X557,5149.990360411153
nta_QN52,school_K739,8122.6497579205325
nta_QN52,school_M534,4873.243496028973
nta_QN52,school_K630,8122.6497579205325
nta_QN52,school_K683,5400.696147477822
nta_QN52,school_M685,5613.158737518321
nta_QN52,school_X524,5273.965442122011
nta_QN52,school_K528,6149.821583337402
nta_QN52,school_Q267,3476.3668926681407
nta_QN52,school_K545,5123.403025785427
nta_QN52,school_Q261,3627.5584115230554
nta_QN52,school_M492,5166.06602218209
nta_QN52,school_K784,5508.387021505803
nta_QN52,school_K558,4725.425951933062
nta_QN52,school_K639,4412.853838908489
nta_QN52,school_K568,6198.097016580925
nta_QN52,school_X263,6025.574889596389
nta_QN52,school_M458,5034.642658822131
nta_QN52,school_Q495,
nta_QN52,school_Q264,3476.3668926681407
nta_QN52,school_M419,5134.752009888618
nta_QN52,school_K519,5403.528937166755
nta_QN52,school_M429,4873.243496028973
nta_QN52,school_K567,7564.7785466956075
nta_QN52,school_R064,8988.413754401196
nta_QN52,school_K615,4796.990485807977
nta_QN52,school_X202,5413.410213661655
nta_QN52,school_K348,7626.5042279788895
nta_QN52,school_K168,5246.0631023082615
nta_QN52,school_M544,4877.2205293452
nta_QN52,school_Q492,3305.293526691232
nta_QN52,school_K537,6472.7644196001365
nta_QN52,school_M483,5707.829261097676
nta_QN52,school_Q752,3954.3749766937153
nta_QN52,school_Q415,1822.5819582426398
nta_QN52,school_K616,5278.600851287001
nta_QN52,school_X545,5569.151975602528
nta_QN52,school_K611,8122.6497579205325
nta_QN52,school_M211,6186.573561274157
nta_QN52,school_M751,5154.802070779745
nta_QN52,school_X600,5707.857768001636
nta_QN52,school_M552,6050.718738575313
nta_QN52,school_Q686,3911.3445712393573
nta_QN52,school_X278,5561.592287128423
nta_QN52,school_K373,5016.1480530845465
nta_QN52,school_M336,5990.780950888873
nta_QN52,school_X260,5946.99936901547
nta_QN52,school_M630,4096.188769486958
nta_QN52,school_K504,5448.782365133929
nta_QN52,school_Q243,3305.293526691232
nta_QN52,school_X319,5499.128003352029
nta_QN52,school_R600,8780.974269175276
nta_QN52,school_M068,6272.984839978823
nta_QN52,school_M460,4915.193032360526
nta_QN52,school_X464,3958.6839298299583
nta_QN52,school_R025,9102.688163003495
nta_QN52,school_Q555,3438.319001577255
nta_QN52,school_K357,6309.398940334652
nta_QN52,school_X188,5250.069908375967
nta_QN52,school_K660,4966.243921245344
nta_QN52,school_K688,5215.570984948457
nta_QN52,school_Q240,1597.735466957639
