source,target,type,shape_id,weight
bus_bx_103681,bus_bx_103689,transit_travel,bus_bx_BX080074,149.0
bus_bx_103683,bus_bx_102582,transit_travel,bus_bx_BX400072,114.5
bus_bx_103683,bus_bx_102582,transit_travel,bus_bx_BX420076,118.0
bus_bx_103683,bus_bx_102582,transit_travel,bus_bx_BX420082,118.0
bus_bx_103684,bus_bx_102674,transit_travel,bus_bx_BX400084,152.83333333333334
bus_bx_103684,bus_bx_102674,transit_travel,bus_bx_BX420096,152.54545454545453
bus_bx_103688,bus_bx_100984,transit_travel,bus_bx_BX080074,79.0
bus_bx_103688,bus_bx_100984,transit_travel,bus_bx_BX080075,79.0
bus_bx_103689,bus_bx_100492,transit_travel,bus_bx_BX080070,38.0
bus_bx_103689,bus_bx_100492,transit_travel,bus_bx_BX080074,34.142857142857146
bus_bx_103689,bus_bx_100492,transit_travel,bus_bx_BX240052,25.0
bus_bx_103689,bus_bx_100492,transit_travel,bus_bx_BX310021,30.235294117647058
bus_bx_103690,bus_bx_103161,transit_travel,bus_bx_BX080074,91.15384615384616
bus_bx_103690,bus_bx_103161,transit_travel,bus_bx_BX080075,81.0
bus_bx_103692,bus_bx_103185,transit_travel,bus_bx_BX080083,33.76470588235294
bus_bx_103694,bus_bx_102732,transit_travel,bus_bx_BX410229,68.33333333333333
bus_bx_103695,bus_bx_102819,transit_travel,bus_bx_BX410196,118.57142857142857
bus_bx_103696,bus_bx_101956,transit_travel,bus_bx_BX410229,98.66666666666667
bus_bx_103696,bus_bx_101956,transit_travel,bus_bx_BX410230,103.0
bus_bx_103697,bus_bx_100567,transit_travel,bus_bx_BX090101,81.17647058823529
bus_bx_103697,bus_bx_100567,transit_travel,bus_bx_BX090102,80.0
bus_bx_103697,bus_bx_100567,transit_travel,bus_bx_BX120790,40.0
bus_bx_103697,bus_bx_100567,transit_travel,bus_bx_BX120795,49.785714285714285
bus_bx_103697,bus_bx_100567,transit_travel,bus_bx_BX120800,43.0
bus_bx_103697,bus_bx_100567,transit_travel,bus_bx_BX170010,62.125
bus_bx_103697,bus_bx_100567,transit_travel,bus_bx_BX220074,43.0
bus_bx_103697,bus_bx_100567,transit_travel,bus_bx_BX220075,43.0
bus_bx_103698,bus_bx_103459,transit_travel,bus_bx_BX080083,88.82352941176471
bus_bx_103699,bus_bx_100499,transit_travel,bus_bx_BX080070,55.0
bus_bx_103699,bus_bx_100499,transit_travel,bus_bx_BX080074,50.8
bus_bx_103700,bus_bx_103699,transit_travel,bus_bx_BX080070,40.0
bus_bx_103700,bus_bx_103699,transit_travel,bus_bx_BX080074,36.733333333333334
bus_bx_103701,bus_bx_103653,transit_travel,bus_bx_BX360214,82.0
bus_bx_103701,bus_bx_802141,transit_travel,bus_bx_BX390104,98.0
bus_bx_103702,bus_bx_103698,transit_travel,bus_bx_BX080083,171.0
bus_bx_103703,bus_bx_100543,transit_travel,bus_bx_BX310016,89.47826086956522
bus_bx_103704,bus_bx_103912,transit_travel,bus_bx_BX020035,43.73913043478261
bus_bx_103704,bus_bx_103912,transit_travel,bus_bx_BX020037,44.0
bus_bx_103708,bus_bx_100204,transit_travel,bus_bx_BX040053,87.0
bus_bx_103708,bus_bx_100204,transit_travel,bus_bx_BX04A0044,87.0
bus_bx_103709,bus_bx_103710,transit_travel,bus_bx_BX350051,67.0
bus_bx_103710,bus_bx_102279,transit_travel,bus_bx_BX350051,86.0
bus_bx_103712,bus_bx_103077,transit_travel,bus_bx_BX080074,39.23076923076923
bus_bx_103712,bus_bx_103077,transit_travel,bus_bx_BX080075,35.0
bus_bx_103713,bus_bx_101244,transit_travel,bus_bx_BX170009,38.72
bus_bx_103714,bus_bx_100629,transit_travel,bus_bx_BX030055,127.42857142857143
bus_bx_103714,bus_bx_100629,transit_travel,bus_bx_BX090093,115.96551724137932
bus_bx_103716,bus_bx_102899,transit_travel,bus_bx_BX04A0044,116.0
bus_bx_103716,bus_bx_102899,transit_travel,bus_bx_BX04A0045,93.33333333333333
bus_bx_103717,bus_bx_100946,transit_travel,bus_bx_BX080083,172.05882352941177
bus_bx_103718,bus_bx_104110,transit_travel,bus_bx_BX240051,30.0
bus_bx_103721,bus_bx_100052,transit_travel,bus_bx_BX010026,67.0
bus_bx_103721,bus_bx_100052,transit_travel,bus_bx_BX020025,77.25
bus_bx_103722,bus_bx_100098,transit_travel,bus_bx_BX020035,108.63636363636364
bus_bx_103722,bus_bx_100098,transit_travel,bus_bx_BX020037,105.0
bus_bx_103723,bus_bx_101372,transit_travel,bus_bx_BX040054,45.0
bus_bx_103723,bus_bx_101372,transit_travel,bus_bx_BX04A0046,45.0
bus_bx_103723,bus_bx_101372,transit_travel,bus_bx_BX190099,97.1923076923077
bus_bx_103724,bus_bx_101221,transit_travel,bus_bx_BX170010,50.583333333333336
bus_bx_103726,bus_bx_100522,transit_travel,bus_bx_BX080083,85.3529411764706
bus_bx_103731,bus_bx_104098,transit_travel,bus_bx_BX400084,82.25
bus_bx_103731,bus_bx_104098,transit_travel,bus_bx_BX420096,82.83333333333333
bus_bx_103737,bus_bx_101036,transit_travel,bus_bx_BX150086,133.0
bus_bx_103737,bus_bx_101036,transit_travel,bus_bx_BX150091,116.0
bus_bx_103748,bus_bx_101312,transit_travel,bus_bx_BX190093,102.07692307692308
bus_bx_103748,bus_bx_101312,transit_travel,bus_bx_BX190094,91.0
bus_bx_103753,bus_bx_101402,transit_travel,bus_bx_BX210047,77.32
bus_bx_103770,bus_bx_103606,transit_travel,bus_bx_BX040054,67.25
bus_bx_103773,bus_bx_100585,transit_travel,bus_bx_BX090100,41.0
bus_bx_103773,bus_bx_100585,transit_travel,bus_bx_BX090101,50.44117647058823
bus_bx_103776,bus_bx_100768,transit_travel,bus_bx_BX110051,155.79310344827587
bus_bx_103778,bus_bx_403711,transit_travel,bus_bx_BX330124,281.0
bus_bx_103779,bus_bx_102059,transit_travel,bus_bx_BX310021,39.05263157894737
bus_bx_103781,bus_bx_100035,transit_travel,bus_bx_BX010026,88.0
bus_bx_103781,bus_bx_100035,transit_travel,bus_bx_BX020025,88.0
bus_bx_103783,bus_bx_103689,transit_travel,bus_bx_BX310021,118.52941176470588
bus_bx_103784,bus_bx_103274,transit_travel,bus_bx_BX080083,40.4375
bus_bx_103785,bus_bx_103350,transit_travel,bus_bx_BX270043,97.0
bus_bx_103787,bus_bx_103516,transit_travel,bus_bx_BX220017,78.0
bus_bx_103787,bus_bx_103516,transit_travel,bus_bx_BX220070,118.0
bus_bx_103787,bus_bx_103516,transit_travel,bus_bx_BX220073,118.0
bus_bx_103789,bus_bx_103790,transit_travel,bus_bx_BX290030,33.0
bus_bx_103790,bus_bx_103791,transit_travel,bus_bx_BX290030,35.0
bus_bx_103791,bus_bx_902031,transit_travel,bus_bx_BX290030,227.0
bus_bx_103794,bus_bx_103795,transit_travel,bus_bx_BX290044,19.0
bus_bx_103794,bus_bx_103795,transit_travel,bus_bx_BX380049,21.571428571428573
bus_bx_103795,bus_bx_101739,transit_travel,bus_bx_SBS120133,213.0
bus_bx_103795,bus_bx_104113,transit_travel,bus_bx_BX290044,20.0
bus_bx_103795,bus_bx_104113,transit_travel,bus_bx_BX380049,23.571428571428573
bus_bx_103796,bus_bx_902040,transit_travel,bus_bx_BX170010,98.1304347826087
bus_bx_103798,bus_bx_102127,transit_travel,bus_bx_BX320026,46.2
bus_bx_103800,bus_bx_101193,transit_travel,bus_bx_BX160038,193.0909090909091
bus_bx_103800,bus_bx_101193,transit_travel,bus_bx_BX340013,239.53846153846155
bus_bx_103801,bus_bx_100571,transit_travel,bus_bx_BX220075,148.0
bus_bx_103801,bus_bx_104235,transit_travel,bus_bx_BX120790,115.0
bus_bx_103801,bus_bx_104235,transit_travel,bus_bx_BX120795,129.6153846153846
bus_bx_103801,bus_bx_104235,transit_travel,bus_bx_BX120800,115.0
bus_bx_103801,bus_bx_802062,transit_travel,bus_bx_BX220074,138.0
bus_bx_103804,bus_bx_103171,transit_travel,bus_bx_BX080074,49.92857142857143
bus_bx_103804,bus_bx_103171,transit_travel,bus_bx_BX080075,42.25
bus_bx_103806,bus_bx_103638,transit_travel,bus_bx_BX060143,225.125
bus_bx_103806,bus_bx_103638,transit_travel,bus_bx_BX130165,140.0
bus_bx_103807,bus_bx_403702,transit_travel,bus_bx_BX060135,460.0
bus_bx_103809,bus_bx_100362,transit_travel,bus_bx_BX060143,16.390243902439025
bus_bx_103890,bus_bx_103779,transit_travel,bus_bx_BX310021,130.55555555555554
bus_bx_103892,bus_bx_102262,transit_travel,bus_bx_BX340013,62.0
bus_bx_103894,bus_bx_102437,transit_travel,bus_bx_BX360200,164.14285714285714
bus_bx_103894,bus_bx_103897,transit_travel,bus_bx_BX360198,95.36
bus_bx_103896,bus_bx_102083,transit_travel,bus_bx_BX310016,102.5
bus_bx_103897,bus_bx_102437,transit_travel,bus_bx_BX360198,95.36
bus_bx_103899,bus_bx_101051,transit_travel,bus_bx_BX150079,145.5
bus_bx_103899,bus_bx_103266,transit_travel,bus_bx_BX150085,300.0
bus_bx_103900,bus_bx_103901,transit_travel,bus_bx_BX360214,47.68
bus_bx_103901,bus_bx_102394,transit_travel,bus_bx_BX360214,100.36
bus_bx_103902,bus_bx_103323,transit_travel,bus_bx_BX390110,84.55555555555556
bus_bx_103903,bus_bx_102394,transit_travel,bus_bx_BX390104,84.0
bus_bx_103904,bus_bx_103466,transit_travel,bus_bx_BX160036,58.0
bus_bx_103906,bus_bx_902004,transit_travel,bus_bx_BX210047,123.375
bus_bx_103907,bus_bx_103359,transit_travel,bus_bx_BX210044,109.0
bus_bx_103908,bus_bx_103101,transit_travel,bus_bx_BX160038,192.78947368421052
bus_bx_103910,bus_bx_100876,transit_travel,bus_bx_BX060135,130.21951219512195
bus_bx_103911,bus_bx_100275,transit_travel,bus_bx_BX050347,305.2857142857143
bus_bx_103911,bus_bx_100275,transit_travel,bus_bx_BX050348,295.0
bus_bx_103912,bus_bx_100096,transit_travel,bus_bx_BX010028,73.47058823529412
bus_bx_103912,bus_bx_100096,transit_travel,bus_bx_BX020035,98.08695652173913
bus_bx_103912,bus_bx_100096,transit_travel,bus_bx_BX020037,94.5
bus_bx_103913,bus_bx_103057,transit_travel,bus_bx_BX280180,21.875
bus_bx_103915,bus_bx_100675,transit_travel,bus_bx_BX100105,154.08
bus_bx_103915,bus_bx_100675,transit_travel,bus_bx_BX100106,140.0
bus_bx_103915,bus_bx_100675,transit_travel,bus_bx_BX200052,146.71428571428572
bus_bx_103916,bus_bx_100082,transit_travel,bus_bx_BX100107,101.57894736842105
bus_bx_103916,bus_bx_100082,transit_travel,bus_bx_BX100108,96.57142857142857
bus_bx_103916,bus_bx_100082,transit_travel,bus_bx_BX200053,107.0
bus_bx_103916,bus_bx_100082,transit_travel,bus_bx_BX200054,101.5
bus_bx_103917,bus_bx_103612,transit_travel,bus_bx_BX190099,87.2
bus_bx_103918,bus_bx_101452,transit_travel,bus_bx_BX210044,30.833333333333332
bus_bx_103919,bus_bx_101401,transit_travel,bus_bx_BX150086,64.75
bus_bx_103919,bus_bx_101401,transit_travel,bus_bx_BX210047,78.56
bus_bx_103920,bus_bx_101405,transit_travel,bus_bx_BX210047,86.25
bus_bx_103921,bus_bx_102363,transit_travel,bus_bx_BX360214,99.28
bus_bx_103921,bus_bx_102363,transit_travel,bus_bx_BX360215,91.0
bus_bx_103924,bus_bx_102276,transit_travel,bus_bx_BX350051,124.0
bus_bx_103925,bus_bx_102661,transit_travel,bus_bx_BX400084,61.583333333333336
bus_bx_103927,bus_bx_103490,transit_travel,bus_bx_BX030055,62.0
bus_bx_103929,bus_bx_104238,transit_travel,bus_bx_BX090101,150.8181818181818
bus_bx_103929,bus_bx_104238,transit_travel,bus_bx_BX090102,156.0
bus_bx_103930,bus_bx_101413,transit_travel,bus_bx_BX210047,63.4
bus_bx_103930,bus_bx_101413,transit_travel,bus_bx_BX400072,66.63636363636364
bus_bx_103930,bus_bx_101413,transit_travel,bus_bx_BX420082,67.4
bus_bx_103930,bus_bx_101413,transit_travel,bus_bx_BX420083,65.0
bus_bx_103931,bus_bx_100169,transit_travel,bus_bx_BX030070,22.82758620689655
bus_bx_103932,bus_bx_103047,transit_travel,bus_bx_BX030055,96.0
bus_bx_103933,bus_bx_102229,transit_travel,bus_bx_BX340032,81.0
bus_bx_103934,bus_bx_100657,transit_travel,bus_bx_BX100105,187.66666666666666
bus_bx_103935,bus_bx_103514,transit_travel,bus_bx_BX220074,105.8
bus_bx_103935,bus_bx_103514,transit_travel,bus_bx_BX220075,105.8
bus_bx_103936,bus_bx_101494,transit_travel,bus_bx_BX220074,113.6
bus_bx_103936,bus_bx_101494,transit_travel,bus_bx_BX220075,113.6
bus_bx_103937,bus_bx_103450,transit_travel,bus_bx_BX220075,133.0
bus_bx_103941,bus_bx_103660,transit_travel,bus_bx_BX120746,176.0
bus_bx_103941,bus_bx_103660,transit_travel,bus_bx_BX120759,176.0
bus_bx_103941,bus_bx_104005,transit_travel,bus_bx_BX290044,189.0
bus_bx_103942,bus_bx_103658,transit_travel,bus_bx_BX120633,158.0
bus_bx_103942,bus_bx_103658,transit_travel,bus_bx_BX120795,158.0
bus_bx_103943,bus_bx_103660,transit_travel,bus_bx_BX290030,203.0
bus_bx_103945,bus_bx_100304,transit_travel,bus_bx_SBS120133,515.4193548387096
bus_bx_103945,bus_bx_103028,transit_travel,bus_bx_BX120795,268.0
bus_bx_103945,bus_bx_103028,transit_travel,bus_bx_BX120800,268.0
bus_bx_103946,bus_bx_100322,transit_travel,bus_bx_BX050326,43.0
bus_bx_103946,bus_bx_103941,transit_travel,bus_bx_BX290044,42.0
bus_bx_103947,bus_bx_104344,transit_travel,bus_bx_SBS120131,52.225806451612904
bus_bx_103951,bus_bx_100771,transit_travel,bus_bx_BX110051,129.51724137931035
bus_bx_103952,bus_bx_102281,transit_travel,bus_bx_BX350051,40.28947368421053
bus_bx_103953,bus_bx_102326,transit_travel,bus_bx_BX350052,25.0
bus_bx_103954,bus_bx_103595,transit_travel,bus_bx_BX010028,91.88235294117646
bus_bx_103954,bus_bx_103595,transit_travel,bus_bx_BX020035,87.52173913043478
bus_bx_103954,bus_bx_103595,transit_travel,bus_bx_BX020037,88.0
bus_bx_103954,bus_bx_103595,transit_travel,bus_bx_BX100107,77.6
bus_bx_103955,bus_bx_103964,transit_travel,bus_bx_BX100105,170.04
bus_bx_103956,bus_bx_103955,transit_travel,bus_bx_BX100105,95.88
bus_bx_103960,bus_bx_103961,transit_travel,bus_bx_BX100107,139.05263157894737
bus_bx_103961,bus_bx_103966,transit_travel,bus_bx_BX100107,76.3157894736842
bus_bx_103962,bus_bx_103954,transit_travel,bus_bx_BX100107,47.5
bus_bx_103964,bus_bx_100064,transit_travel,bus_bx_BX100105,72.72
bus_bx_103965,bus_bx_103956,transit_travel,bus_bx_BX100105,106.32
bus_bx_103966,bus_bx_103962,transit_travel,bus_bx_BX100107,65.5
bus_bx_103968,bus_bx_100025,transit_travel,bus_bx_BX020025,126.25
bus_bx_103969,bus_bx_100033,transit_travel,bus_bx_BX010027,162.0
bus_bx_103969,bus_bx_104049,transit_travel,bus_bx_BX020025,89.0
bus_bx_103970,bus_bx_100044,transit_travel,bus_bx_BX010026,78.0
bus_bx_103970,bus_bx_100044,transit_travel,bus_bx_BX020025,82.66666666666667
bus_bx_103973,bus_bx_100112,transit_travel,bus_bx_BX020035,125.0
bus_bx_103973,bus_bx_100112,transit_travel,bus_bx_BX020037,125.0
bus_bx_103973,bus_bx_100114,transit_travel,bus_bx_BX010028,208.94117647058823
bus_bx_103974,bus_bx_100117,transit_travel,bus_bx_BX020035,96.5
bus_bx_103974,bus_bx_100117,transit_travel,bus_bx_BX020037,90.66666666666667
bus_bx_103974,bus_bx_100118,transit_travel,bus_bx_BX010028,179.0
bus_bx_103982,bus_bx_103528,transit_travel,bus_bx_BX400084,55.916666666666664
bus_bx_103982,bus_bx_103528,transit_travel,bus_bx_BX420096,56.666666666666664
bus_bx_103983,bus_bx_102976,transit_travel,bus_bx_BX210047,81.16
bus_bx_103984,bus_bx_100019,transit_travel,bus_bx_BX010027,120.0
bus_bx_103984,bus_bx_101389,transit_travel,bus_bx_BX020025,146.28571428571428
bus_bx_103984,bus_bx_101389,transit_travel,bus_bx_BX210047,138.08333333333334
bus_bx_103985,bus_bx_101059,transit_travel,bus_bx_BX210044,117.83333333333333
bus_bx_103987,bus_bx_100960,transit_travel,bus_bx_BX240051,21.0
bus_bx_103988,bus_bx_100973,transit_travel,bus_bx_BX240052,27.0
bus_bx_103989,bus_bx_103162,transit_travel,bus_bx_BX080074,107.07142857142857
bus_bx_103989,bus_bx_103162,transit_travel,bus_bx_BX080075,91.75
bus_bx_103990,bus_bx_101324,transit_travel,bus_bx_BX050307,122.0
bus_bx_103990,bus_bx_101324,transit_travel,bus_bx_BX050326,46.0
bus_bx_103991,bus_bx_102187,transit_travel,bus_bx_BX330123,81.0909090909091
bus_bx_103992,bus_bx_103778,transit_travel,bus_bx_BX330124,46.6
bus_bx_103997,bus_bx_102777,transit_travel,bus_bx_BX390104,63.1578947368421
bus_bx_103999,bus_bx_100849,transit_travel,bus_bx_SBS120125,99.0
bus_bx_103999,bus_bx_100849,transit_travel,bus_bx_SBS120133,105.9
bus_bx_103999,bus_bx_103801,transit_travel,bus_bx_BX120790,65.0
bus_bx_103999,bus_bx_103801,transit_travel,bus_bx_BX120795,73.46153846153847
bus_bx_103999,bus_bx_103801,transit_travel,bus_bx_BX120800,65.0
bus_bx_104001,bus_bx_101038,transit_travel,bus_bx_BX150086,94.0
bus_bx_104001,bus_bx_803064,transit_travel,bus_bx_BX150091,192.0
bus_bx_104002,bus_bx_100654,transit_travel,bus_bx_BX100105,57.4
bus_bx_104002,bus_bx_101137,transit_travel,bus_bx_BX160036,133.625
bus_bx_104002,bus_bx_101137,transit_travel,bus_bx_BX340032,147.25
bus_bx_104002,bus_bx_101861,transit_travel,bus_bx_BX280180,156.4375
bus_bx_104002,bus_bx_101861,transit_travel,bus_bx_BX300080,141.30434782608697
bus_bx_104002,bus_bx_101861,transit_travel,bus_bx_BX380047,159.1875
bus_bx_104005,bus_bx_103676,transit_travel,bus_bx_BX290044,43.0
bus_bx_104007,bus_bx_101865,transit_travel,bus_bx_BX280180,103.23529411764706
bus_bx_104007,bus_bx_101865,transit_travel,bus_bx_BX300080,94.5909090909091
bus_bx_104007,bus_bx_101865,transit_travel,bus_bx_BX380047,105.9375
bus_bx_104010,bus_bx_102702,transit_travel,bus_bx_BX400084,35.0
bus_bx_104010,bus_bx_102702,transit_travel,bus_bx_BX420096,35.0
bus_bx_104011,bus_bx_104013,transit_travel,bus_bx_BX400072,341.0
bus_bx_104011,bus_bx_104013,transit_travel,bus_bx_BX420082,344.0
bus_bx_104011,bus_bx_104013,transit_travel,bus_bx_BX420083,329.0
bus_bx_104013,bus_bx_102543,transit_travel,bus_bx_BX400072,7.0
bus_bx_104013,bus_bx_102543,transit_travel,bus_bx_BX420082,7.0
bus_bx_104013,bus_bx_102543,transit_travel,bus_bx_BX420083,7.0
bus_bx_104015,bus_bx_100636,transit_travel,bus_bx_BX120746,96.3125
bus_bx_104015,bus_bx_100807,transit_travel,bus_bx_SBS120131,249.46666666666667
bus_bx_104017,bus_bx_100636,transit_travel,bus_bx_BX170009,138.5
bus_bx_104019,bus_bx_103092,transit_travel,bus_bx_BX150079,74.0
bus_bx_104035,bus_bx_104036,transit_travel,bus_bx_BX110051,78.85185185185185
bus_bx_104036,bus_bx_104037,transit_travel,bus_bx_BX110051,88.88888888888889
bus_bx_104037,bus_bx_104038,transit_travel,bus_bx_BX110051,76.29629629629629
bus_bx_104038,bus_bx_104039,transit_travel,bus_bx_BX110051,57.074074074074076
bus_bx_104039,bus_bx_104040,transit_travel,bus_bx_BX110051,48.2962962962963
bus_bx_104040,bus_bx_104041,transit_travel,bus_bx_BX110051,103.62962962962963
bus_bx_104041,bus_bx_100761,transit_travel,bus_bx_BX110051,38.714285714285715
bus_bx_104043,bus_bx_104044,transit_travel,bus_bx_BX110049,20.875
bus_bx_104044,bus_bx_104045,transit_travel,bus_bx_BX110049,62.16129032258065
bus_bx_104045,bus_bx_104046,transit_travel,bus_bx_BX110049,55.516129032258064
bus_bx_104046,bus_bx_104047,transit_travel,bus_bx_BX110049,44.87096774193548
bus_bx_104047,bus_bx_104048,transit_travel,bus_bx_BX110049,32.58064516129032
bus_bx_104048,bus_bx_104373,transit_travel,bus_bx_BX110049,40.225806451612904
bus_bx_104049,bus_bx_100033,transit_travel,bus_bx_BX020025,96.0
bus_bx_104050,bus_bx_100107,transit_travel,bus_bx_BX020035,113.57142857142857
bus_bx_104050,bus_bx_100107,transit_travel,bus_bx_BX020037,109.0
bus_bx_104052,bus_bx_101933,transit_travel,bus_bx_BX280183,113.125
bus_bx_104052,bus_bx_101933,transit_travel,bus_bx_BX300081,82.36
bus_bx_104052,bus_bx_101933,transit_travel,bus_bx_BX380049,109.0625
bus_bx_104053,bus_bx_102287,transit_travel,bus_bx_BX410229,142.0
bus_bx_104054,bus_bx_104293,transit_travel,bus_bx_BX410196,139.35714285714286
bus_bx_104054,bus_bx_104293,transit_travel,bus_bx_BX410197,119.0
bus_bx_104055,bus_bx_104056,transit_travel,bus_bx_BX050347,90.0
bus_bx_104056,bus_bx_104078,transit_travel,bus_bx_BX050347,77.0
bus_bx_104057,bus_bx_104058,transit_travel,bus_bx_BX050326,112.0
bus_bx_104058,bus_bx_102985,transit_travel,bus_bx_BX050307,79.0
bus_bx_104058,bus_bx_102985,transit_travel,bus_bx_BX050326,54.0
bus_bx_104058,bus_bx_102985,transit_travel,bus_bx_BX360198,82.24
bus_bx_104058,bus_bx_102985,transit_travel,bus_bx_BX360200,86.70588235294117
bus_bx_104059,bus_bx_801122,transit_travel,bus_bx_BX060143,53.421052631578945
bus_bx_104061,bus_bx_104050,transit_travel,bus_bx_BX020035,73.81818181818181
bus_bx_104061,bus_bx_104050,transit_travel,bus_bx_BX020037,70.66666666666667
bus_bx_104062,bus_bx_103165,transit_travel,bus_bx_BX080074,54.84615384615385
bus_bx_104062,bus_bx_103165,transit_travel,bus_bx_BX080075,46.25
bus_bx_104063,bus_bx_102666,transit_travel,bus_bx_BX400084,85.0
bus_bx_104063,bus_bx_102666,transit_travel,bus_bx_BX420096,84.0
bus_bx_104065,bus_bx_100883,transit_travel,bus_bx_BX130166,166.76923076923077
bus_bx_104065,bus_bx_100883,transit_travel,bus_bx_BX130170,166.4
bus_bx_104066,bus_bx_104058,transit_travel,bus_bx_BX050307,41.0
bus_bx_104068,bus_bx_103272,transit_travel,bus_bx_BX04A0044,45.0
bus_bx_104068,bus_bx_103272,transit_travel,bus_bx_BX04A0045,36.333333333333336
bus_bx_104068,bus_bx_103613,transit_travel,bus_bx_BX040053,60.38461538461539
bus_bx_104070,bus_bx_103988,transit_travel,bus_bx_BX240052,58.0
bus_bx_104072,bus_bx_100508,transit_travel,bus_bx_BX080070,39.5
bus_bx_104072,bus_bx_100508,transit_travel,bus_bx_BX080074,39.666666666666664
bus_bx_104073,bus_bx_103288,transit_travel,bus_bx_BX110051,76.38709677419355
bus_bx_104073,bus_bx_103288,transit_travel,bus_bx_BX130166,75.38461538461539
bus_bx_104073,bus_bx_103288,transit_travel,bus_bx_BX130170,75.6
bus_bx_104075,bus_bx_102839,transit_travel,bus_bx_BX150074,111.0
bus_bx_104075,bus_bx_102839,transit_travel,bus_bx_BX150085,98.52631578947368
bus_bx_104076,bus_bx_102806,transit_travel,bus_bx_BX410196,102.71428571428571
bus_bx_104077,bus_bx_101560,transit_travel,bus_bx_BX220017,75.0
bus_bx_104077,bus_bx_101560,transit_travel,bus_bx_BX220070,75.0
bus_bx_104077,bus_bx_101560,transit_travel,bus_bx_BX220073,75.0
bus_bx_104077,bus_bx_104057,transit_travel,bus_bx_BX050326,28.0
bus_bx_104078,bus_bx_101484,transit_travel,bus_bx_BX050347,80.0
bus_bx_104078,bus_bx_101484,transit_travel,bus_bx_BX220074,116.8
bus_bx_104078,bus_bx_101484,transit_travel,bus_bx_BX220075,115.2
bus_bx_104080,bus_bx_100640,transit_travel,bus_bx_BX090093,98.03333333333333
bus_bx_104080,bus_bx_100640,transit_travel,bus_bx_BX090094,85.0
bus_bx_104080,bus_bx_100807,transit_travel,bus_bx_BX120746,86.875
bus_bx_104080,bus_bx_100807,transit_travel,bus_bx_BX220070,75.0
bus_bx_104080,bus_bx_100807,transit_travel,bus_bx_BX220073,75.0
bus_bx_104080,bus_bx_101236,transit_travel,bus_bx_BX170009,97.5
bus_bx_104081,bus_bx_902058,transit_travel,bus_bx_SBS120131,77.18518518518519
bus_bx_104084,bus_bx_101416,transit_travel,bus_bx_BX210047,59.76
bus_bx_104085,bus_bx_100726,transit_travel,bus_bx_BX100107,75.89473684210526
bus_bx_104085,bus_bx_101691,transit_travel,bus_bx_BX260021,90.55555555555556
bus_bx_104085,bus_bx_101779,transit_travel,bus_bx_BX280183,124.875
bus_bx_104087,bus_bx_103449,transit_travel,bus_bx_BX100105,28.64
bus_bx_104087,bus_bx_103449,transit_travel,bus_bx_BX280180,38.75
bus_bx_104087,bus_bx_104088,transit_travel,bus_bx_BX260022,35.91304347826087
bus_bx_104088,bus_bx_103450,transit_travel,bus_bx_BX260022,66.34782608695652
bus_bx_104089,bus_bx_102968,transit_travel,bus_bx_BX280180,35.0
bus_bx_104090,bus_bx_100571,transit_travel,bus_bx_BX090101,304.3636363636364
bus_bx_104090,bus_bx_100571,transit_travel,bus_bx_BX090102,312.0
bus_bx_104090,bus_bx_103801,transit_travel,bus_bx_BX220074,42.0
bus_bx_104090,bus_bx_103801,transit_travel,bus_bx_BX220075,72.0
bus_bx_104093,bus_bx_100373,transit_travel,bus_bx_BX060143,92.12820512820512
bus_bx_104094,bus_bx_100428,transit_travel,bus_bx_BX060135,112.1951219512195
bus_bx_104096,bus_bx_102750,transit_travel,bus_bx_SBS410037,167.1818181818182
bus_bx_104096,bus_bx_102991,transit_travel,bus_bx_BX410229,87.0
bus_bx_104096,bus_bx_102991,transit_travel,bus_bx_BX410230,87.0
bus_bx_104097,bus_bx_104096,transit_travel,bus_bx_BX410229,97.0
bus_bx_104098,bus_bx_101448,transit_travel,bus_bx_BX400084,86.0
bus_bx_104098,bus_bx_101448,transit_travel,bus_bx_BX420096,85.41666666666667
bus_bx_104099,bus_bx_101319,transit_travel,bus_bx_BX190093,76.0
bus_bx_104099,bus_bx_101319,transit_travel,bus_bx_BX190094,76.0
bus_bx_104100,bus_bx_101937,transit_travel,bus_bx_BX280183,35.23529411764706
bus_bx_104100,bus_bx_101937,transit_travel,bus_bx_BX300081,29.68
bus_bx_104100,bus_bx_101937,transit_travel,bus_bx_BX380049,36.6
bus_bx_104102,bus_bx_100636,transit_travel,bus_bx_BX090093,83.5
bus_bx_104102,bus_bx_100636,transit_travel,bus_bx_BX090094,72.0
bus_bx_104102,bus_bx_100636,transit_travel,bus_bx_BX220070,65.0
bus_bx_104102,bus_bx_100636,transit_travel,bus_bx_BX220073,65.0
bus_bx_104103,bus_bx_102568,transit_travel,bus_bx_BX400072,20.272727272727273
bus_bx_104103,bus_bx_102568,transit_travel,bus_bx_BX420082,20.4
bus_bx_104103,bus_bx_102568,transit_travel,bus_bx_BX420083,20.0
bus_bx_104104,bus_bx_102571,transit_travel,bus_bx_BX400072,62.90909090909091
bus_bx_104104,bus_bx_102571,transit_travel,bus_bx_BX420082,63.8
bus_bx_104104,bus_bx_102571,transit_travel,bus_bx_BX420083,61.0
bus_bx_104107,bus_bx_102664,transit_travel,bus_bx_BX400084,83.0
bus_bx_104107,bus_bx_102664,transit_travel,bus_bx_BX420096,83.0
